"stable_id","file","line","end_line","scope","syntactic_contract_family","normative_anchor","work_item_anchor","classification","reason","evidence","source_sha256"
"R1-e74ec7d8b217a9b9e567df7e","crates/kernel/eliot-host-state/src/redb_store.rs","125","125","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-1d57a24f469bafd6f9e3f503","crates/kernel/eliot-host-state/src/redb_store.rs","138","138","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-dd580930556c64cff0ab965c","crates/kernel/eliot-host-state/src/redb_store.rs","142","142","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-74073781123a89f51dcaba8d","crates/kernel/eliot-host-state/src/redb_store.rs","145","145","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-55f92875141f364d2dccea5f","crates/kernel/eliot-host-state/src/redb_store.rs","166","166","test-only","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-9f5a2cb0b2ab7b0963cf9ac3","crates/kernel/eliot-host-state/src/redb_store.rs","168","168","test-only","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-3907c898d9de3e7463d665e2","crates/kernel/eliot-host-state/src/redb_store.rs","200","200","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-65bb4662d34a6d372cbd87e9","crates/kernel/eliot-host-state/src/redb_store.rs","239","239","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-dbff355d8c663405b63662f5","crates/kernel/eliot-host-state/src/redb_store.rs","243","243","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-6902710da812781dce07cf1c","crates/kernel/eliot-host-state/src/redb_store.rs","246","246","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-a6e856bc0dfb76aae0ba4990","crates/kernel/eliot-host-state/src/redb_store.rs","251","251","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-926860026a51178cab38f119","crates/kernel/eliot-host-state/src/redb_store.rs","424","424","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-47ceec16dc2d18ac0be6d6f5","crates/kernel/eliot-host-state/src/redb_store.rs","427","427","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-3919f6239626064f7b6b7d23","crates/kernel/eliot-host-state/src/redb_store.rs","470","470","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-af882dacd357a8ee0bdb49ea","crates/kernel/eliot-host-state/src/redb_store.rs","473","473","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-c0b19a5f52fa9a3ce5b4dc90","crates/kernel/eliot-host-state/src/redb_store.rs","507","507","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-71fbdad5b45995159c09e2a9","crates/kernel/eliot-host-state/src/redb_store.rs","511","511","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-296e70a5e05e7e30c62f23c0","crates/kernel/eliot-host-state/src/redb_store.rs","515","515","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-cb3a11202a5131d4546fc329","crates/kernel/eliot-host-state/src/redb_store.rs","518","518","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-98313ea547a355876270679f","crates/kernel/eliot-host-state/src/redb_store.rs","520","520","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-ed7de7b0c15ecf8a4fd92075","crates/kernel/eliot-host-state/src/redb_store.rs","524","524","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-416dfc2b993f9b771eeee11e","crates/kernel/eliot-host-state/src/redb_store.rs","528","528","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-547cf8211880a000d55b457e","crates/kernel/eliot-host-state/src/redb_store.rs","532","532","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-4b5293cc61f9750e9599a656","crates/kernel/eliot-host-state/src/redb_store.rs","535","535","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-f9268d216a39b05e2cf4a048","crates/kernel/eliot-host-state/src/redb_store.rs","537","537","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-375383fd9468f8800a8252d2","crates/kernel/eliot-host-state/src/redb_store.rs","547","547","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-2de03e4f88ec6d555221ca68","crates/kernel/eliot-host-state/src/redb_store.rs","550","550","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-a302ec8e399f085f9f3e5622","crates/kernel/eliot-host-state/src/redb_store.rs","553","553","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-96f7842e84657825d715a266","crates/kernel/eliot-host-state/src/redb_store.rs","555","555","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-473173a6393c27a3093f0d05","crates/kernel/eliot-host-state/src/redb_store.rs","558","558","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-c15c32533b100167bfc0a443","crates/kernel/eliot-host-state/src/redb_store.rs","565","565","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-3345551727c208561570bff4","crates/kernel/eliot-host-state/src/redb_store.rs","568","568","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-3e2ba1560587306783f5a541","crates/kernel/eliot-host-state/src/redb_store.rs","570","570","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-2d4bcab6735d829540a34d67","crates/kernel/eliot-host-state/src/redb_store.rs","585","585","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-cb4b565482b58074473961ed","crates/kernel/eliot-host-state/src/redb_store.rs","588","588","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-c477164bbffc1be44e0f363a","crates/kernel/eliot-host-state/src/redb_store.rs","591","591","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-8485af5ae5e25b225001ea08","crates/kernel/eliot-host-state/src/redb_store.rs","593","593","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-b58d0ca86b238729f346826d","crates/kernel/eliot-host-state/src/redb_store.rs","596","596","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-af450c85e2ca561c0785e5d7","crates/kernel/eliot-host-state/src/redb_store.rs","605","605","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-cbbd1f26bca1fb8e83730b51","crates/kernel/eliot-host-state/src/redb_store.rs","608","608","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-52755720437b9fbba3f58b81","crates/kernel/eliot-host-state/src/redb_store.rs","610","610","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
"R1-c283c0463ed2917ba659d1aa","crates/kernel/eliot-host-state/src/redb_store.rs","613","613","production-or-mixed","typed/HostStateError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","HostStateError::Unavailable","78e5fec8d9bf14e4a1d736c184f4a3fe9a669dd0ae53f83475ee137d37209a44"
